Dia de Data Escala de Tempo 1 CE Simp 4;Data Escala de Tempo 1 CE Simp 4;Período Exibido CE Simp 4;Subsistema;Selecione Tipo de CE Simp 4
21 de dezembro de 2015;21/12/2015 00:00:00;Dia;Sul;241,69744445
22 de dezembro de 2015;22/12/2015 00:00:00;Dia;Sul;253,88789475
23 de dezembro de 2015;23/12/2015 00:00:00;Dia;Sul;255,59890034
24 de dezembro de 2015;24/12/2015 00:00:00;Dia;Sul;220,76064919
25 de dezembro de 2015;25/12/2015 00:00:00;Dia;Sul;181,89301782
26 de dezembro de 2015;26/12/2015 00:00:00;Dia;Sul;203,53093174
27 de dezembro de 2015;27/12/2015 00:00:00;Dia;Sul;202,60059749
28 de dezembro de 2015;28/12/2015 00:00:00;Dia;Sul;238,52039815
29 de dezembro de 2015;29/12/2015 00:00:00;Dia;Sul;244,23744189
30 de dezembro de 2015;30/12/2015 00:00:00;Dia;Sul;245,47021802
31 de dezembro de 2015;31/12/2015 00:00:00;Dia;Sul;222,23418075
1 de janeiro de 2016;01/01/2016 00:00:00;Dia;Sul;183,525616
2 de janeiro de 2016;02/01/2016 00:00:00;Dia;Sul;196,266463
3 de janeiro de 2016;03/01/2016 00:00:00;Dia;Sul;195,574835
4 de janeiro de 2016;04/01/2016 00:00:00;Dia;Sul;247,767963
5 de janeiro de 2016;05/01/2016 00:00:00;Dia;Sul;265,155704
6 de janeiro de 2016;06/01/2016 00:00:00;Dia;Sul;277,161282
7 de janeiro de 2016;07/01/2016 00:00:00;Dia;Sul;284,504108
8 de janeiro de 2016;08/01/2016 00:00:00;Dia;Sul;282,126246
9 de janeiro de 2016;09/01/2016 00:00:00;Dia;Sul;247,364103
10 de janeiro de 2016;10/01/2016 00:00:00;Dia;Sul;217,108558
11 de janeiro de 2016;11/01/2016 00:00:00;Dia;Sul;284,320155
12 de janeiro de 2016;12/01/2016 00:00:00;Dia;Sul;302,634132
13 de janeiro de 2016;13/01/2016 00:00:00;Dia;Sul;310,03992
14 de janeiro de 2016;14/01/2016 00:00:00;Dia;Sul;300,227295
15 de janeiro de 2016;15/01/2016 00:00:00;Dia;Sul;298,212264
16 de janeiro de 2016;16/01/2016 00:00:00;Dia;Sul;262,470136
17 de janeiro de 2016;17/01/2016 00:00:00;Dia;Sul;227,109596
18 de janeiro de 2016;18/01/2016 00:00:00;Dia;Sul;299,598981
19 de janeiro de 2016;19/01/2016 00:00:00;Dia;Sul;307,502549
20 de janeiro de 2016;20/01/2016 00:00:00;Dia;Sul;308,896648
21 de janeiro de 2016;21/01/2016 00:00:00;Dia;Sul;307,62343
22 de janeiro de 2016;22/01/2016 00:00:00;Dia;Sul;299,781229
23 de janeiro de 2016;23/01/2016 00:00:00;Dia;Sul;263,587051
24 de janeiro de 2016;24/01/2016 00:00:00;Dia;Sul;236,294346
25 de janeiro de 2016;25/01/2016 00:00:00;Dia;Sul;308,915661
26 de janeiro de 2016;26/01/2016 00:00:00;Dia;Sul;301,133158
27 de janeiro de 2016;27/01/2016 00:00:00;Dia;Sul;288,293505
28 de janeiro de 2016;28/01/2016 00:00:00;Dia;Sul;292,757772
29 de janeiro de 2016;29/01/2016 00:00:00;Dia;Sul;309,86390056
30 de janeiro de 2016;30/01/2016 00:00:00;Dia;Sul;258,538619
31 de janeiro de 2016;31/01/2016 00:00:00;Dia;Sul;211,708069
1 de fevereiro de 2016;01/02/2016 00:00:00;Dia;Sul;273,197344
2 de fevereiro de 2016;02/02/2016 00:00:00;Dia;Sul;273,554645
3 de fevereiro de 2016;03/02/2016 00:00:00;Dia;Sul;283,656457
4 de fevereiro de 2016;04/02/2016 00:00:00;Dia;Sul;285,982986
5 de fevereiro de 2016;05/02/2016 00:00:00;Dia;Sul;291,354593
6 de fevereiro de 2016;06/02/2016 00:00:00;Dia;Sul;251,036769
7 de fevereiro de 2016;07/02/2016 00:00:00;Dia;Sul;218,996954
8 de fevereiro de 2016;08/02/2016 00:00:00;Dia;Sul;271,385811
9 de fevereiro de 2016;09/02/2016 00:00:00;Dia;Sul;276,193802
10 de fevereiro de 2016;10/02/2016 00:00:00;Dia;Sul;304,430224
11 de fevereiro de 2016;11/02/2016 00:00:00;Dia;Sul;308,031484
12 de fevereiro de 2016;12/02/2016 00:00:00;Dia;Sul;307,788697
13 de fevereiro de 2016;13/02/2016 00:00:00;Dia;Sul;272,26287
14 de fevereiro de 2016;14/02/2016 00:00:00;Dia;Sul;235,854043
15 de fevereiro de 2016;15/02/2016 00:00:00;Dia;Sul;302,046806
16 de fevereiro de 2016;16/02/2016 00:00:00;Dia;Sul;299,085974
17 de fevereiro de 2016;17/02/2016 00:00:00;Dia;Sul;309,335597
18 de fevereiro de 2016;18/02/2016 00:00:00;Dia;Sul;315,922832
19 de fevereiro de 2016;19/02/2016 00:00:00;Dia;Sul;314,143764
20 de fevereiro de 2016;20/02/2016 00:00:00;Dia;Sul;266,558112
21 de fevereiro de 2016;21/02/2016 00:00:00;Dia;Sul;224,282163
22 de fevereiro de 2016;22/02/2016 00:00:00;Dia;Sul;293,936647
23 de fevereiro de 2016;23/02/2016 00:00:00;Dia;Sul;304,17604
24 de fevereiro de 2016;24/02/2016 00:00:00;Dia;Sul;310,584842
25 de fevereiro de 2016;25/02/2016 00:00:00;Dia;Sul;318,99326531
26 de fevereiro de 2016;26/02/2016 00:00:00;Dia;Sul;320,05408355
27 de fevereiro de 2016;27/02/2016 00:00:00;Dia;Sul;262,31360752
28 de fevereiro de 2016;28/02/2016 00:00:00;Dia;Sul;216,12626
29 de fevereiro de 2016;29/02/2016 00:00:00;Dia;Sul;277,52085475
1 de março de 2016;01/03/2016 00:00:00;Dia;Sul;283,755387
2 de março de 2016;02/03/2016 00:00:00;Dia;Sul;280,081607
3 de março de 2016;03/03/2016 00:00:00;Dia;Sul;267,825583
4 de março de 2016;04/03/2016 00:00:00;Dia;Sul;270,586723
5 de março de 2016;05/03/2016 00:00:00;Dia;Sul;235,35023038
6 de março de 2016;06/03/2016 00:00:00;Dia;Sul;206,951477
7 de março de 2016;07/03/2016 00:00:00;Dia;Sul;279,19259955
8 de março de 2016;08/03/2016 00:00:00;Dia;Sul;295,34037692
9 de março de 2016;09/03/2016 00:00:00;Dia;Sul;291,61647349
10 de março de 2016;10/03/2016 00:00:00;Dia;Sul;277,99170612
11 de março de 2016;11/03/2016 00:00:00;Dia;Sul;270,45752334
12 de março de 2016;12/03/2016 00:00:00;Dia;Sul;227,05016112
13 de março de 2016;13/03/2016 00:00:00;Dia;Sul;195,59069835
14 de março de 2016;14/03/2016 00:00:00;Dia;Sul;267,50830557
15 de março de 2016;15/03/2016 00:00:00;Dia;Sul;284,67460257
16 de março de 2016;16/03/2016 00:00:00;Dia;Sul;297,04197238
17 de março de 2016;17/03/2016 00:00:00;Dia;Sul;306,64394117
18 de março de 2016;18/03/2016 00:00:00;Dia;Sul;313,59268565
19 de março de 2016;19/03/2016 00:00:00;Dia;Sul;262,455207
20 de março de 2016;20/03/2016 00:00:00;Dia;Sul;219,156529
21 de março de 2016;21/03/2016 00:00:00;Dia;Sul;281,25980655
22 de março de 2016;22/03/2016 00:00:00;Dia;Sul;281,90662273
23 de março de 2016;23/03/2016 00:00:00;Dia;Sul;277,60222013
24 de março de 2016;24/03/2016 00:00:00;Dia;Sul;272,79313791
25 de março de 2016;25/03/2016 00:00:00;Dia;Sul;201,42990472
26 de março de 2016;26/03/2016 00:00:00;Dia;Sul;204,93490832
27 de março de 2016;27/03/2016 00:00:00;Dia;Sul;184,19910625
28 de março de 2016;28/03/2016 00:00:00;Dia;Sul;257,52489766
29 de março de 2016;29/03/2016 00:00:00;Dia;Sul;275,891084
30 de março de 2016;30/03/2016 00:00:00;Dia;Sul;283,743916
31 de março de 2016;31/03/2016 00:00:00;Dia;Sul;287,07898556
1 de abril de 2016;01/04/2016 00:00:00;Dia;Sul;286,79250272
2 de abril de 2016;02/04/2016 00:00:00;Dia;Sul;252,91759815
3 de abril de 2016;03/04/2016 00:00:00;Dia;Sul;221,31737301
4 de abril de 2016;04/04/2016 00:00:00;Dia;Sul;288,2576297
5 de abril de 2016;05/04/2016 00:00:00;Dia;Sul;
6 de abril de 2016;06/04/2016 00:00:00;Dia;Sul;
7 de abril de 2016;07/04/2016 00:00:00;Dia;Sul;
8 de abril de 2016;08/04/2016 00:00:00;Dia;Sul;
9 de abril de 2016;09/04/2016 00:00:00;Dia;Sul;
10 de abril de 2016;10/04/2016 00:00:00;Dia;Sul;
11 de abril de 2016;11/04/2016 00:00:00;Dia;Sul;
12 de abril de 2016;12/04/2016 00:00:00;Dia;Sul;
13 de abril de 2016;13/04/2016 00:00:00;Dia;Sul;
14 de abril de 2016;14/04/2016 00:00:00;Dia;Sul;285,5616265
15 de abril de 2016;15/04/2016 00:00:00;Dia;Sul;296,59505817
16 de abril de 2016;16/04/2016 00:00:00;Dia;Sul;265,40362396
17 de abril de 2016;17/04/2016 00:00:00;Dia;Sul;240,92087183
18 de abril de 2016;18/04/2016 00:00:00;Dia;Sul;309,93304377
19 de abril de 2016;19/04/2016 00:00:00;Dia;Sul;315,3624492
20 de abril de 2016;20/04/2016 00:00:00;Dia;Sul;309,39342186
21 de abril de 2016;21/04/2016 00:00:00;Dia;Sul;256,61734911
22 de abril de 2016;22/04/2016 00:00:00;Dia;Sul;257,62437396
23 de abril de 2016;23/04/2016 00:00:00;Dia;Sul;234,33169957
24 de abril de 2016;24/04/2016 00:00:00;Dia;Sul;215,70744088
25 de abril de 2016;25/04/2016 00:00:00;Dia;Sul;270,2570932
26 de abril de 2016;26/04/2016 00:00:00;Dia;Sul;260,36131891
27 de abril de 2016;27/04/2016 00:00:00;Dia;Sul;248,02141079
28 de abril de 2016;28/04/2016 00:00:00;Dia;Sul;258,98815428
29 de abril de 2016;29/04/2016 00:00:00;Dia;Sul;262,12687025
30 de abril de 2016;30/04/2016 00:00:00;Dia;Sul;223,29930492
1 de maio de 2016;01/05/2016 00:00:00;Dia;Sul;182,127148
2 de maio de 2016;02/05/2016 00:00:00;Dia;Sul;247,985023
3 de maio de 2016;03/05/2016 00:00:00;Dia;Sul;258,271905
4 de maio de 2016;04/05/2016 00:00:00;Dia;Sul;260,489585
5 de maio de 2016;05/05/2016 00:00:00;Dia;Sul;263,345575
6 de maio de 2016;06/05/2016 00:00:00;Dia;Sul;260,178308
7 de maio de 2016;07/05/2016 00:00:00;Dia;Sul;220,7548433
8 de maio de 2016;08/05/2016 00:00:00;Dia;Sul;184,66701
9 de maio de 2016;09/05/2016 00:00:00;Dia;Sul;246,371844
10 de maio de 2016;10/05/2016 00:00:00;Dia;Sul;255,395927
11 de maio de 2016;11/05/2016 00:00:00;Dia;Sul;259,597174
12 de maio de 2016;12/05/2016 00:00:00;Dia;Sul;260,325425
13 de maio de 2016;13/05/2016 00:00:00;Dia;Sul;256,306068
14 de maio de 2016;14/05/2016 00:00:00;Dia;Sul;217,084569
15 de maio de 2016;15/05/2016 00:00:00;Dia;Sul;189,532166
16 de maio de 2016;16/05/2016 00:00:00;Dia;Sul;245,349615
17 de maio de 2016;17/05/2016 00:00:00;Dia;Sul;255,180339
18 de maio de 2016;18/05/2016 00:00:00;Dia;Sul;261,970266
19 de maio de 2016;19/05/2016 00:00:00;Dia;Sul;268,353474
20 de maio de 2016;20/05/2016 00:00:00;Dia;Sul;265,755389
21 de maio de 2016;21/05/2016 00:00:00;Dia;Sul;221,253801
22 de maio de 2016;22/05/2016 00:00:00;Dia;Sul;193,2450787
23 de maio de 2016;23/05/2016 00:00:00;Dia;Sul;251,351801
24 de maio de 2016;24/05/2016 00:00:00;Dia;Sul;262,122524
25 de maio de 2016;25/05/2016 00:00:00;Dia;Sul;256,773178
26 de maio de 2016;26/05/2016 00:00:00;Dia;Sul;213,266432
27 de maio de 2016;27/05/2016 00:00:00;Dia;Sul;233,747167
28 de maio de 2016;28/05/2016 00:00:00;Dia;Sul;211,240516
29 de maio de 2016;29/05/2016 00:00:00;Dia;Sul;193,517455
30 de maio de 2016;30/05/2016 00:00:00;Dia;Sul;256,642504
31 de maio de 2016;31/05/2016 00:00:00;Dia;Sul;262,106018
1 de junho de 2016;01/06/2016 00:00:00;Dia;Sul;262,389875
2 de junho de 2016;02/06/2016 00:00:00;Dia;Sul;263,177319
3 de junho de 2016;03/06/2016 00:00:00;Dia;Sul;263,818616
4 de junho de 2016;04/06/2016 00:00:00;Dia;Sul;227,984196
5 de junho de 2016;05/06/2016 00:00:00;Dia;Sul;200,618237
6 de junho de 2016;06/06/2016 00:00:00;Dia;Sul;264,888207
7 de junho de 2016;07/06/2016 00:00:00;Dia;Sul;270,100472
8 de junho de 2016;08/06/2016 00:00:00;Dia;Sul;271,134094
9 de junho de 2016;09/06/2016 00:00:00;Dia;Sul;274,653634
10 de junho de 2016;10/06/2016 00:00:00;Dia;Sul;275,125572
11 de junho de 2016;11/06/2016 00:00:00;Dia;Sul;238,09067
12 de junho de 2016;12/06/2016 00:00:00;Dia;Sul;208,338341
13 de junho de 2016;13/06/2016 00:00:00;Dia;Sul;264,892269
14 de junho de 2016;14/06/2016 00:00:00;Dia;Sul;270,257416
15 de junho de 2016;15/06/2016 00:00:00;Dia;Sul;268,395653
16 de junho de 2016;16/06/2016 00:00:00;Dia;Sul;268,966285
17 de junho de 2016;17/06/2016 00:00:00;Dia;Sul;265,721519
18 de junho de 2016;18/06/2016 00:00:00;Dia;Sul;233,325368
19 de junho de 2016;19/06/2016 00:00:00;Dia;Sul;203,940402
20 de junho de 2016;20/06/2016 00:00:00;Dia;Sul;265,893568
21 de junho de 2016;21/06/2016 00:00:00;Dia;Sul;275,667033
22 de junho de 2016;22/06/2016 00:00:00;Dia;Sul;271,719573
23 de junho de 2016;23/06/2016 00:00:00;Dia;Sul;268,80236
24 de junho de 2016;24/06/2016 00:00:00;Dia;Sul;269,206923
25 de junho de 2016;25/06/2016 00:00:00;Dia;Sul;229,480821
26 de junho de 2016;26/06/2016 00:00:00;Dia;Sul;198,742133
27 de junho de 2016;27/06/2016 00:00:00;Dia;Sul;260,8607
28 de junho de 2016;28/06/2016 00:00:00;Dia;Sul;269,494987
29 de junho de 2016;29/06/2016 00:00:00;Dia;Sul;268,141949
30 de junho de 2016;30/06/2016 00:00:00;Dia;Sul;268,625319
1 de julho de 2016;01/07/2016 00:00:00;Dia;Sul;267,532725
2 de julho de 2016;02/07/2016 00:00:00;Dia;Sul;230,473749
3 de julho de 2016;03/07/2016 00:00:00;Dia;Sul;199,089902
4 de julho de 2016;04/07/2016 00:00:00;Dia;Sul;255,573955
5 de julho de 2016;05/07/2016 00:00:00;Dia;Sul;262,162199
6 de julho de 2016;06/07/2016 00:00:00;Dia;Sul;258,203143
7 de julho de 2016;07/07/2016 00:00:00;Dia;Sul;256,689841
8 de julho de 2016;08/07/2016 00:00:00;Dia;Sul;257,59297
9 de julho de 2016;09/07/2016 00:00:00;Dia;Sul;222,788007
10 de julho de 2016;10/07/2016 00:00:00;Dia;Sul;194,047724
11 de julho de 2016;11/07/2016 00:00:00;Dia;Sul;253,790343
12 de julho de 2016;12/07/2016 00:00:00;Dia;Sul;261,649524
13 de julho de 2016;13/07/2016 00:00:00;Dia;Sul;258,437407
14 de julho de 2016;14/07/2016 00:00:00;Dia;Sul;259,640346
15 de julho de 2016;15/07/2016 00:00:00;Dia;Sul;252,879357
16 de julho de 2016;16/07/2016 00:00:00;Dia;Sul;218,207565
17 de julho de 2016;17/07/2016 00:00:00;Dia;Sul;186,507332
18 de julho de 2016;18/07/2016 00:00:00;Dia;Sul;251,017232
19 de julho de 2016;19/07/2016 00:00:00;Dia;Sul;261,806056
20 de julho de 2016;20/07/2016 00:00:00;Dia;Sul;263,997971
21 de julho de 2016;21/07/2016 00:00:00;Dia;Sul;267,005178
22 de julho de 2016;22/07/2016 00:00:00;Dia;Sul;264,506858
23 de julho de 2016;23/07/2016 00:00:00;Dia;Sul;225,372864
24 de julho de 2016;24/07/2016 00:00:00;Dia;Sul;192,749615
25 de julho de 2016;25/07/2016 00:00:00;Dia;Sul;249,754851
26 de julho de 2016;26/07/2016 00:00:00;Dia;Sul;260,597999
27 de julho de 2016;27/07/2016 00:00:00;Dia;Sul;261,095759
28 de julho de 2016;28/07/2016 00:00:00;Dia;Sul;265,225889
29 de julho de 2016;29/07/2016 00:00:00;Dia;Sul;263,488724
30 de julho de 2016;30/07/2016 00:00:00;Dia;Sul;222,935085
31 de julho de 2016;31/07/2016 00:00:00;Dia;Sul;192,29403
1 de agosto de 2016;01/08/2016 00:00:00;Dia;Sul;252,818508
2 de agosto de 2016;02/08/2016 00:00:00;Dia;Sul;264,504439
3 de agosto de 2016;03/08/2016 00:00:00;Dia;Sul;263,493656
4 de agosto de 2016;04/08/2016 00:00:00;Dia;Sul;262,219577
5 de agosto de 2016;05/08/2016 00:00:00;Dia;Sul;260,029572
6 de agosto de 2016;06/08/2016 00:00:00;Dia;Sul;224,5108
7 de agosto de 2016;07/08/2016 00:00:00;Dia;Sul;192,941568
8 de agosto de 2016;08/08/2016 00:00:00;Dia;Sul;254,757373
9 de agosto de 2016;09/08/2016 00:00:00;Dia;Sul;263,205029
10 de agosto de 2016;10/08/2016 00:00:00;Dia;Sul;263,212114
11 de agosto de 2016;11/08/2016 00:00:00;Dia;Sul;264,948527
12 de agosto de 2016;12/08/2016 00:00:00;Dia;Sul;261,226654
13 de agosto de 2016;13/08/2016 00:00:00;Dia;Sul;221,911804
14 de agosto de 2016;14/08/2016 00:00:00;Dia;Sul;190,37475
15 de agosto de 2016;15/08/2016 00:00:00;Dia;Sul;249,374731
16 de agosto de 2016;16/08/2016 00:00:00;Dia;Sul;258,20109
17 de agosto de 2016;17/08/2016 00:00:00;Dia;Sul;258,810631
18 de agosto de 2016;18/08/2016 00:00:00;Dia;Sul;258,567411
19 de agosto de 2016;19/08/2016 00:00:00;Dia;Sul;259,707966
20 de agosto de 2016;20/08/2016 00:00:00;Dia;Sul;223,973266
21 de agosto de 2016;21/08/2016 00:00:00;Dia;Sul;191,313363
22 de agosto de 2016;22/08/2016 00:00:00;Dia;Sul;249,731119
23 de agosto de 2016;23/08/2016 00:00:00;Dia;Sul;260,013169
24 de agosto de 2016;24/08/2016 00:00:00;Dia;Sul;259,600675
25 de agosto de 2016;25/08/2016 00:00:00;Dia;Sul;260,591049
26 de agosto de 2016;26/08/2016 00:00:00;Dia;Sul;263,41049
27 de agosto de 2016;27/08/2016 00:00:00;Dia;Sul;229,413455
28 de agosto de 2016;28/08/2016 00:00:00;Dia;Sul;196,928357
29 de agosto de 2016;29/08/2016 00:00:00;Dia;Sul;256,371328
30 de agosto de 2016;30/08/2016 00:00:00;Dia;Sul;262,869251
31 de agosto de 2016;31/08/2016 00:00:00;Dia;Sul;260,535679
1 de setembro de 2016;01/09/2016 00:00:00;Dia;Sul;256,83342
2 de setembro de 2016;02/09/2016 00:00:00;Dia;Sul;256,498313
3 de setembro de 2016;03/09/2016 00:00:00;Dia;Sul;223,637243
4 de setembro de 2016;04/09/2016 00:00:00;Dia;Sul;191,630687
5 de setembro de 2016;05/09/2016 00:00:00;Dia;Sul;248,398947
6 de setembro de 2016;06/09/2016 00:00:00;Dia;Sul;252,248171
7 de setembro de 2016;07/09/2016 00:00:00;Dia;Sul;208,324537
8 de setembro de 2016;08/09/2016 00:00:00;Dia;Sul;245,7615
9 de setembro de 2016;09/09/2016 00:00:00;Dia;Sul;250,216964
10 de setembro de 2016;10/09/2016 00:00:00;Dia;Sul;218,918489
11 de setembro de 2016;11/09/2016 00:00:00;Dia;Sul;194,643156
12 de setembro de 2016;12/09/2016 00:00:00;Dia;Sul;260,308283
13 de setembro de 2016;13/09/2016 00:00:00;Dia;Sul;264,466839
14 de setembro de 2016;14/09/2016 00:00:00;Dia;Sul;254,826297
15 de setembro de 2016;15/09/2016 00:00:00;Dia;Sul;258,875455
16 de setembro de 2016;16/09/2016 00:00:00;Dia;Sul;259,868631
17 de setembro de 2016;17/09/2016 00:00:00;Dia;Sul;225,200285
18 de setembro de 2016;18/09/2016 00:00:00;Dia;Sul;194,412368
19 de setembro de 2016;19/09/2016 00:00:00;Dia;Sul;241,499701
20 de setembro de 2016;20/09/2016 00:00:00;Dia;Sul;237,297444
21 de setembro de 2016;21/09/2016 00:00:00;Dia;Sul;255,896003
22 de setembro de 2016;22/09/2016 00:00:00;Dia;Sul;260,978314
23 de setembro de 2016;23/09/2016 00:00:00;Dia;Sul;261,636322
24 de setembro de 2016;24/09/2016 00:00:00;Dia;Sul;226,886333
25 de setembro de 2016;25/09/2016 00:00:00;Dia;Sul;193,571771
26 de setembro de 2016;26/09/2016 00:00:00;Dia;Sul;254,122371
27 de setembro de 2016;27/09/2016 00:00:00;Dia;Sul;264,781123
28 de setembro de 2016;28/09/2016 00:00:00;Dia;Sul;269,048118
29 de setembro de 2016;29/09/2016 00:00:00;Dia;Sul;265,99051
30 de setembro de 2016;30/09/2016 00:00:00;Dia;Sul;265,574291
1 de outubro de 2016;01/10/2016 00:00:00;Dia;Sul;226,619604
2 de outubro de 2016;02/10/2016 00:00:00;Dia;Sul;192,945814
3 de outubro de 2016;03/10/2016 00:00:00;Dia;Sul;254,706659
4 de outubro de 2016;04/10/2016 00:00:00;Dia;Sul;264,043005
5 de outubro de 2016;05/10/2016 00:00:00;Dia;Sul;265,026227
6 de outubro de 2016;06/10/2016 00:00:00;Dia;Sul;256,9433938
7 de outubro de 2016;07/10/2016 00:00:00;Dia;Sul;254,924837
8 de outubro de 2016;08/10/2016 00:00:00;Dia;Sul;223,306361
9 de outubro de 2016;09/10/2016 00:00:00;Dia;Sul;193,442081
10 de outubro de 2016;10/10/2016 00:00:00;Dia;Sul;254,841651
11 de outubro de 2016;11/10/2016 00:00:00;Dia;Sul;263,478991
12 de outubro de 2016;12/10/2016 00:00:00;Dia;Sul;213,895892
13 de outubro de 2016;13/10/2016 00:00:00;Dia;Sul;255,591467
14 de outubro de 2016;14/10/2016 00:00:00;Dia;Sul;259,467521
15 de outubro de 2016;15/10/2016 00:00:00;Dia;Sul;227,487125
16 de outubro de 2016;16/10/2016 00:00:00;Dia;Sul;200,99254017
17 de outubro de 2016;17/10/2016 00:00:00;Dia;Sul;269,88864
18 de outubro de 2016;18/10/2016 00:00:00;Dia;Sul;275,234811
19 de outubro de 2016;19/10/2016 00:00:00;Dia;Sul;279,560949
20 de outubro de 2016;20/10/2016 00:00:00;Dia;Sul;278,369149
21 de outubro de 2016;21/10/2016 00:00:00;Dia;Sul;266,807458
22 de outubro de 2016;22/10/2016 00:00:00;Dia;Sul;230,077737
23 de outubro de 2016;23/10/2016 00:00:00;Dia;Sul;200,604816
24 de outubro de 2016;24/10/2016 00:00:00;Dia;Sul;272,171016
25 de outubro de 2016;25/10/2016 00:00:00;Dia;Sul;268,49059
26 de outubro de 2016;26/10/2016 00:00:00;Dia;Sul;266,868099
27 de outubro de 2016;27/10/2016 00:00:00;Dia;Sul;258,242499
28 de outubro de 2016;28/10/2016 00:00:00;Dia;Sul;252,2142583
29 de outubro de 2016;29/10/2016 00:00:00;Dia;Sul;221,821839
30 de outubro de 2016;30/10/2016 00:00:00;Dia;Sul;188,288898
31 de outubro de 2016;31/10/2016 00:00:00;Dia;Sul;259,767089
1 de novembro de 2016;01/11/2016 00:00:00;Dia;Sul;273,595396
2 de novembro de 2016;02/11/2016 00:00:00;Dia;Sul;212,888444
3 de novembro de 2016;03/11/2016 00:00:00;Dia;Sul;253,042104
4 de novembro de 2016;04/11/2016 00:00:00;Dia;Sul;258,3357
5 de novembro de 2016;05/11/2016 00:00:00;Dia;Sul;231,10143
6 de novembro de 2016;06/11/2016 00:00:00;Dia;Sul;204,161325
7 de novembro de 2016;07/11/2016 00:00:00;Dia;Sul;282,919126
8 de novembro de 2016;08/11/2016 00:00:00;Dia;Sul;294,212413
9 de novembro de 2016;09/11/2016 00:00:00;Dia;Sul;279,83907
10 de novembro de 2016;10/11/2016 00:00:00;Dia;Sul;288,571375
11 de novembro de 2016;11/11/2016 00:00:00;Dia;Sul;277,697547
12 de novembro de 2016;12/11/2016 00:00:00;Dia;Sul;227,491533
13 de novembro de 2016;13/11/2016 00:00:00;Dia;Sul;197,594263
14 de novembro de 2016;14/11/2016 00:00:00;Dia;Sul;253,567164
15 de novembro de 2016;15/11/2016 00:00:00;Dia;Sul;233,737825
16 de novembro de 2016;16/11/2016 00:00:00;Dia;Sul;278,716866
17 de novembro de 2016;17/11/2016 00:00:00;Dia;Sul;276,373491
18 de novembro de 2016;18/11/2016 00:00:00;Dia;Sul;263,53381
19 de novembro de 2016;19/11/2016 00:00:00;Dia;Sul;229,2257
20 de novembro de 2016;20/11/2016 00:00:00;Dia;Sul;201,796856
21 de novembro de 2016;21/11/2016 00:00:00;Dia;Sul;274,801503
22 de novembro de 2016;22/11/2016 00:00:00;Dia;Sul;283,310154
23 de novembro de 2016;23/11/2016 00:00:00;Dia;Sul;283,767604
24 de novembro de 2016;24/11/2016 00:00:00;Dia;Sul;289,03881
25 de novembro de 2016;25/11/2016 00:00:00;Dia;Sul;287,651412
26 de novembro de 2016;26/11/2016 00:00:00;Dia;Sul;257,785727
27 de novembro de 2016;27/11/2016 00:00:00;Dia;Sul;225,58579
28 de novembro de 2016;28/11/2016 00:00:00;Dia;Sul;285,754648
29 de novembro de 2016;29/11/2016 00:00:00;Dia;Sul;281,1533876
30 de novembro de 2016;30/11/2016 00:00:00;Dia;Sul;274,835846
1 de dezembro de 2016;01/12/2016 00:00:00;Dia;Sul;279,205478
2 de dezembro de 2016;02/12/2016 00:00:00;Dia;Sul;291,550485
3 de dezembro de 2016;03/12/2016 00:00:00;Dia;Sul;246,369457
4 de dezembro de 2016;04/12/2016 00:00:00;Dia;Sul;198,476714
5 de dezembro de 2016;05/12/2016 00:00:00;Dia;Sul;268,871221
6 de dezembro de 2016;06/12/2016 00:00:00;Dia;Sul;294,735743
7 de dezembro de 2016;07/12/2016 00:00:00;Dia;Sul;305,753908
8 de dezembro de 2016;08/12/2016 00:00:00;Dia;Sul;300,557918
9 de dezembro de 2016;09/12/2016 00:00:00;Dia;Sul;288,651506
10 de dezembro de 2016;10/12/2016 00:00:00;Dia;Sul;250,95783
11 de dezembro de 2016;11/12/2016 00:00:00;Dia;Sul;227,6192067
12 de dezembro de 2016;12/12/2016 00:00:00;Dia;Sul;290,20928
13 de dezembro de 2016;13/12/2016 00:00:00;Dia;Sul;310,14201
14 de dezembro de 2016;14/12/2016 00:00:00;Dia;Sul;292,342107
15 de dezembro de 2016;15/12/2016 00:00:00;Dia;Sul;283,278148
16 de dezembro de 2016;16/12/2016 00:00:00;Dia;Sul;280,769014
17 de dezembro de 2016;17/12/2016 00:00:00;Dia;Sul;252,929515
18 de dezembro de 2016;18/12/2016 00:00:00;Dia;Sul;227,8485044
19 de dezembro de 2016;19/12/2016 00:00:00;Dia;Sul;277,900516
20 de dezembro de 2016;20/12/2016 00:00:00;Dia;Sul;284,02387
21 de dezembro de 2016;21/12/2016 00:00:00;Dia;Sul;282,4226256
22 de dezembro de 2016;22/12/2016 00:00:00;Dia;Sul;289,762245
23 de dezembro de 2016;23/12/2016 00:00:00;Dia;Sul;282,636791
24 de dezembro de 2016;24/12/2016 00:00:00;Dia;Sul;242,939847
25 de dezembro de 2016;25/12/2016 00:00:00;Dia;Sul;214,360062
26 de dezembro de 2016;26/12/2016 00:00:00;Dia;Sul;270,74231
27 de dezembro de 2016;27/12/2016 00:00:00;Dia;Sul;278,024534
28 de dezembro de 2016;28/12/2016 00:00:00;Dia;Sul;268,262681
29 de dezembro de 2016;29/12/2016 00:00:00;Dia;Sul;264,625229
30 de dezembro de 2016;30/12/2016 00:00:00;Dia;Sul;253,856119
