Dia de Data Escala de Tempo 1 CE Simp 4;Data Escala de Tempo 1 CE Simp 4;Período Exibido CE Simp 4;Subsistema;Selecione Tipo de CE Simp 4
15 de junho de 2004;15/06/2004 00:00:00;Dia;Sul;180,07516003
16 de junho de 2004;16/06/2004 00:00:00;Dia;Sul;181,18592998
17 de junho de 2004;17/06/2004 00:00:00;Dia;Sul;182,11552003
18 de junho de 2004;18/06/2004 00:00:00;Dia;Sul;180,05104003
19 de junho de 2004;19/06/2004 00:00:00;Dia;Sul;160,22389009
20 de junho de 2004;20/06/2004 00:00:00;Dia;Sul;131,84549004
21 de junho de 2004;21/06/2004 00:00:00;Dia;Sul;175,32278003
22 de junho de 2004;22/06/2004 00:00:00;Dia;Sul;181,324
23 de junho de 2004;23/06/2004 00:00:00;Dia;Sul;182,89577
24 de junho de 2004;24/06/2004 00:00:00;Dia;Sul;183,11399996
25 de junho de 2004;25/06/2004 00:00:00;Dia;Sul;181,50115005
26 de junho de 2004;26/06/2004 00:00:00;Dia;Sul;161,74244997
27 de junho de 2004;27/06/2004 00:00:00;Dia;Sul;135,44127005
28 de junho de 2004;28/06/2004 00:00:00;Dia;Sul;176,96672
29 de junho de 2004;29/06/2004 00:00:00;Dia;Sul;183,45667
30 de junho de 2004;30/06/2004 00:00:00;Dia;Sul;184,91148997
1 de julho de 2004;01/07/2004 00:00:00;Dia;Sul;184,24672994
2 de julho de 2004;02/07/2004 00:00:00;Dia;Sul;183,42944992
3 de julho de 2004;03/07/2004 00:00:00;Dia;Sul;160,41376007
4 de julho de 2004;04/07/2004 00:00:00;Dia;Sul;132,63431001
5 de julho de 2004;05/07/2004 00:00:00;Dia;Sul;173,33523996
6 de julho de 2004;06/07/2004 00:00:00;Dia;Sul;178,05780996
7 de julho de 2004;07/07/2004 00:00:00;Dia;Sul;181,01911998
8 de julho de 2004;08/07/2004 00:00:00;Dia;Sul;179,69517002
9 de julho de 2004;09/07/2004 00:00:00;Dia;Sul;177,01587004
10 de julho de 2004;10/07/2004 00:00:00;Dia;Sul;155,68232997
11 de julho de 2004;11/07/2004 00:00:00;Dia;Sul;123,32998999
12 de julho de 2004;12/07/2004 00:00:00;Dia;Sul;172,60414998
13 de julho de 2004;13/07/2004 00:00:00;Dia;Sul;182,04754006
14 de julho de 2004;14/07/2004 00:00:00;Dia;Sul;182,70975002
15 de julho de 2004;15/07/2004 00:00:00;Dia;Sul;184,79448998
16 de julho de 2004;16/07/2004 00:00:00;Dia;Sul;184,55669997
17 de julho de 2004;17/07/2004 00:00:00;Dia;Sul;159,16544997
18 de julho de 2004;18/07/2004 00:00:00;Dia;Sul;131,94235002
19 de julho de 2004;19/07/2004 00:00:00;Dia;Sul;177,33811001
20 de julho de 2004;20/07/2004 00:00:00;Dia;Sul;180,34805999
21 de julho de 2004;21/07/2004 00:00:00;Dia;Sul;179,58127009
22 de julho de 2004;22/07/2004 00:00:00;Dia;Sul;178,90850007
23 de julho de 2004;23/07/2004 00:00:00;Dia;Sul;178,68179005
24 de julho de 2004;24/07/2004 00:00:00;Dia;Sul;158,32975995
25 de julho de 2004;25/07/2004 00:00:00;Dia;Sul;129,11003
26 de julho de 2004;26/07/2004 00:00:00;Dia;Sul;172,76860006
27 de julho de 2004;27/07/2004 00:00:00;Dia;Sul;179,37991991
28 de julho de 2004;28/07/2004 00:00:00;Dia;Sul;180,21235
29 de julho de 2004;29/07/2004 00:00:00;Dia;Sul;181,42842004
30 de julho de 2004;30/07/2004 00:00:00;Dia;Sul;183,10366997
31 de julho de 2004;31/07/2004 00:00:00;Dia;Sul;155,47113007
1 de agosto de 2004;01/08/2004 00:00:00;Dia;Sul;128,18826001
2 de agosto de 2004;02/08/2004 00:00:00;Dia;Sul;173,48980002
3 de agosto de 2004;03/08/2004 00:00:00;Dia;Sul;178,94048992
4 de agosto de 2004;04/08/2004 00:00:00;Dia;Sul;181,69454003
5 de agosto de 2004;05/08/2004 00:00:00;Dia;Sul;183,60323995
6 de agosto de 2004;06/08/2004 00:00:00;Dia;Sul;183,52634
7 de agosto de 2004;07/08/2004 00:00:00;Dia;Sul;158,3365
8 de agosto de 2004;08/08/2004 00:00:00;Dia;Sul;124,38726999
9 de agosto de 2004;09/08/2004 00:00:00;Dia;Sul;172,84484004
10 de agosto de 2004;10/08/2004 00:00:00;Dia;Sul;178,64774001
11 de agosto de 2004;11/08/2004 00:00:00;Dia;Sul;181,31896997
12 de agosto de 2004;12/08/2004 00:00:00;Dia;Sul;181,52409011
13 de agosto de 2004;13/08/2004 00:00:00;Dia;Sul;180,41147996
14 de agosto de 2004;14/08/2004 00:00:00;Dia;Sul;159,04891998
15 de agosto de 2004;15/08/2004 00:00:00;Dia;Sul;130,85608999
16 de agosto de 2004;16/08/2004 00:00:00;Dia;Sul;175,54990993
17 de agosto de 2004;17/08/2004 00:00:00;Dia;Sul;184,28812002
18 de agosto de 2004;18/08/2004 00:00:00;Dia;Sul;186,33422001
19 de agosto de 2004;19/08/2004 00:00:00;Dia;Sul;185,45613009
20 de agosto de 2004;20/08/2004 00:00:00;Dia;Sul;186,30072995
21 de agosto de 2004;21/08/2004 00:00:00;Dia;Sul;163,11553003
22 de agosto de 2004;22/08/2004 00:00:00;Dia;Sul;136,01800996
23 de agosto de 2004;23/08/2004 00:00:00;Dia;Sul;178,11453002
24 de agosto de 2004;24/08/2004 00:00:00;Dia;Sul;183,41322
25 de agosto de 2004;25/08/2004 00:00:00;Dia;Sul;185,07634001
26 de agosto de 2004;26/08/2004 00:00:00;Dia;Sul;185,18887007
27 de agosto de 2004;27/08/2004 00:00:00;Dia;Sul;186,3818
28 de agosto de 2004;28/08/2004 00:00:00;Dia;Sul;163,74788999
29 de agosto de 2004;29/08/2004 00:00:00;Dia;Sul;134,99229994
30 de agosto de 2004;30/08/2004 00:00:00;Dia;Sul;177,19892005
31 de agosto de 2004;31/08/2004 00:00:00;Dia;Sul;183,47386995
1 de setembro de 2004;01/09/2004 00:00:00;Dia;Sul;185,17841997
2 de setembro de 2004;02/09/2004 00:00:00;Dia;Sul;187,31469996
3 de setembro de 2004;03/09/2004 00:00:00;Dia;Sul;186,94671996
4 de setembro de 2004;04/09/2004 00:00:00;Dia;Sul;164,15320002
5 de setembro de 2004;05/09/2004 00:00:00;Dia;Sul;137,37749999
6 de setembro de 2004;06/09/2004 00:00:00;Dia;Sul;168,80804002
7 de setembro de 2004;07/09/2004 00:00:00;Dia;Sul;153,10582011
8 de setembro de 2004;08/09/2004 00:00:00;Dia;Sul;187,73993996
9 de setembro de 2004;09/09/2004 00:00:00;Dia;Sul;192,75889997
10 de setembro de 2004;10/09/2004 00:00:00;Dia;Sul;191,14440001
11 de setembro de 2004;11/09/2004 00:00:00;Dia;Sul;167,03264997
12 de setembro de 2004;12/09/2004 00:00:00;Dia;Sul;135,34137011
13 de setembro de 2004;13/09/2004 00:00:00;Dia;Sul;177,51612003
14 de setembro de 2004;14/09/2004 00:00:00;Dia;Sul;181,29191985
15 de setembro de 2004;15/09/2004 00:00:00;Dia;Sul;178,96125994
16 de setembro de 2004;16/09/2004 00:00:00;Dia;Sul;179,84002998
17 de setembro de 2004;17/09/2004 00:00:00;Dia;Sul;180,49597003
18 de setembro de 2004;18/09/2004 00:00:00;Dia;Sul;161,60400999
19 de setembro de 2004;19/09/2004 00:00:00;Dia;Sul;137,31481006
20 de setembro de 2004;20/09/2004 00:00:00;Dia;Sul;168,16345003
21 de setembro de 2004;21/09/2004 00:00:00;Dia;Sul;185,51925
22 de setembro de 2004;22/09/2004 00:00:00;Dia;Sul;189,29315993
23 de setembro de 2004;23/09/2004 00:00:00;Dia;Sul;185,99233996
24 de setembro de 2004;24/09/2004 00:00:00;Dia;Sul;185,17055003
25 de setembro de 2004;25/09/2004 00:00:00;Dia;Sul;165,61359989
26 de setembro de 2004;26/09/2004 00:00:00;Dia;Sul;139,71316001
27 de setembro de 2004;27/09/2004 00:00:00;Dia;Sul;182,94041002
28 de setembro de 2004;28/09/2004 00:00:00;Dia;Sul;188,04843
29 de setembro de 2004;29/09/2004 00:00:00;Dia;Sul;181,11601999
30 de setembro de 2004;30/09/2004 00:00:00;Dia;Sul;179,92539007
1 de outubro de 2004;01/10/2004 00:00:00;Dia;Sul;179,71842004
2 de outubro de 2004;02/10/2004 00:00:00;Dia;Sul;161,41664001
3 de outubro de 2004;03/10/2004 00:00:00;Dia;Sul;128,99745995
4 de outubro de 2004;04/10/2004 00:00:00;Dia;Sul;174,06375001
5 de outubro de 2004;05/10/2004 00:00:00;Dia;Sul;181,89596
6 de outubro de 2004;06/10/2004 00:00:00;Dia;Sul;179,74867999
7 de outubro de 2004;07/10/2004 00:00:00;Dia;Sul;180,00603003
8 de outubro de 2004;08/10/2004 00:00:00;Dia;Sul;182,99198995
9 de outubro de 2004;09/10/2004 00:00:00;Dia;Sul;164,16274994
10 de outubro de 2004;10/10/2004 00:00:00;Dia;Sul;137,27714002
11 de outubro de 2004;11/10/2004 00:00:00;Dia;Sul;166,14987998
12 de outubro de 2004;12/10/2004 00:00:00;Dia;Sul;145,64666002
13 de outubro de 2004;13/10/2004 00:00:00;Dia;Sul;182,33748996
14 de outubro de 2004;14/10/2004 00:00:00;Dia;Sul;183,90190004
15 de outubro de 2004;15/10/2004 00:00:00;Dia;Sul;185,77469996
16 de outubro de 2004;16/10/2004 00:00:00;Dia;Sul;168,14865999
17 de outubro de 2004;17/10/2004 00:00:00;Dia;Sul;135,35908997
18 de outubro de 2004;18/10/2004 00:00:00;Dia;Sul;178,43916
19 de outubro de 2004;19/10/2004 00:00:00;Dia;Sul;180,57715994
20 de outubro de 2004;20/10/2004 00:00:00;Dia;Sul;180,32720995
21 de outubro de 2004;21/10/2004 00:00:00;Dia;Sul;181,23951995
22 de outubro de 2004;22/10/2004 00:00:00;Dia;Sul;186,03632988
23 de outubro de 2004;23/10/2004 00:00:00;Dia;Sul;166,94651002
24 de outubro de 2004;24/10/2004 00:00:00;Dia;Sul;136,52906998
25 de outubro de 2004;25/10/2004 00:00:00;Dia;Sul;175,19679009
26 de outubro de 2004;26/10/2004 00:00:00;Dia;Sul;180,12992
27 de outubro de 2004;27/10/2004 00:00:00;Dia;Sul;180,11002998
28 de outubro de 2004;28/10/2004 00:00:00;Dia;Sul;180,72608998
29 de outubro de 2004;29/10/2004 00:00:00;Dia;Sul;183,50705005
30 de outubro de 2004;30/10/2004 00:00:00;Dia;Sul;166,97391001
31 de outubro de 2004;31/10/2004 00:00:00;Dia;Sul;137,07479
1 de novembro de 2004;01/11/2004 00:00:00;Dia;Sul;165,48007
2 de novembro de 2004;02/11/2004 00:00:00;Dia;Sul;136,93852005
3 de novembro de 2004;03/11/2004 00:00:00;Dia;Sul;181,97419
4 de novembro de 2004;04/11/2004 00:00:00;Dia;Sul;191,52226005
5 de novembro de 2004;05/11/2004 00:00:00;Dia;Sul;189,90067003
6 de novembro de 2004;06/11/2004 00:00:00;Dia;Sul;162,67545
7 de novembro de 2004;07/11/2004 00:00:00;Dia;Sul;131,75725003
8 de novembro de 2004;08/11/2004 00:00:00;Dia;Sul;176,68502005
9 de novembro de 2004;09/11/2004 00:00:00;Dia;Sul;185,87927998
10 de novembro de 2004;10/11/2004 00:00:00;Dia;Sul;186,51707006
11 de novembro de 2004;11/11/2004 00:00:00;Dia;Sul;185,79295999
12 de novembro de 2004;12/11/2004 00:00:00;Dia;Sul;180,07220999
13 de novembro de 2004;13/11/2004 00:00:00;Dia;Sul;159,16982009
14 de novembro de 2004;14/11/2004 00:00:00;Dia;Sul;131,91751002
15 de novembro de 2004;15/11/2004 00:00:00;Dia;Sul;141,64699998
16 de novembro de 2004;16/11/2004 00:00:00;Dia;Sul;180,85348003
17 de novembro de 2004;17/11/2004 00:00:00;Dia;Sul;186,01159002
18 de novembro de 2004;18/11/2004 00:00:00;Dia;Sul;185,31301999
19 de novembro de 2004;19/11/2004 00:00:00;Dia;Sul;184,71615005
20 de novembro de 2004;20/11/2004 00:00:00;Dia;Sul;164,10440997
21 de novembro de 2004;21/11/2004 00:00:00;Dia;Sul;134,22850998
22 de novembro de 2004;22/11/2004 00:00:00;Dia;Sul;182,47375998
23 de novembro de 2004;23/11/2004 00:00:00;Dia;Sul;192,30861
24 de novembro de 2004;24/11/2004 00:00:00;Dia;Sul;198,29424994
25 de novembro de 2004;25/11/2004 00:00:00;Dia;Sul;200,82673989
26 de novembro de 2004;26/11/2004 00:00:00;Dia;Sul;200,10594002
27 de novembro de 2004;27/11/2004 00:00:00;Dia;Sul;172,98570995
28 de novembro de 2004;28/11/2004 00:00:00;Dia;Sul;143,01321007
29 de novembro de 2004;29/11/2004 00:00:00;Dia;Sul;187,25984002
30 de novembro de 2004;30/11/2004 00:00:00;Dia;Sul;193,55661
1 de dezembro de 2004;01/12/2004 00:00:00;Dia;Sul;195,59633999
2 de dezembro de 2004;02/12/2004 00:00:00;Dia;Sul;196,25273999
3 de dezembro de 2004;03/12/2004 00:00:00;Dia;Sul;199,30435005
4 de dezembro de 2004;04/12/2004 00:00:00;Dia;Sul;179,24397998
5 de dezembro de 2004;05/12/2004 00:00:00;Dia;Sul;153,88823007
6 de dezembro de 2004;06/12/2004 00:00:00;Dia;Sul;195,99176005
7 de dezembro de 2004;07/12/2004 00:00:00;Dia;Sul;199,74402003
8 de dezembro de 2004;08/12/2004 00:00:00;Dia;Sul;196,30265998
9 de dezembro de 2004;09/12/2004 00:00:00;Dia;Sul;196,71463003
10 de dezembro de 2004;10/12/2004 00:00:00;Dia;Sul;191,70312002
11 de dezembro de 2004;11/12/2004 00:00:00;Dia;Sul;168,00179999
12 de dezembro de 2004;12/12/2004 00:00:00;Dia;Sul;141,21433994
13 de dezembro de 2004;13/12/2004 00:00:00;Dia;Sul;189,79351996
14 de dezembro de 2004;14/12/2004 00:00:00;Dia;Sul;198,9869299
15 de dezembro de 2004;15/12/2004 00:00:00;Dia;Sul;203,15952003
16 de dezembro de 2004;16/12/2004 00:00:00;Dia;Sul;204,56331002
17 de dezembro de 2004;17/12/2004 00:00:00;Dia;Sul;199,74731003
18 de dezembro de 2004;18/12/2004 00:00:00;Dia;Sul;175,36523001
19 de dezembro de 2004;19/12/2004 00:00:00;Dia;Sul;147,28550996
20 de dezembro de 2004;20/12/2004 00:00:00;Dia;Sul;187,11415001
21 de dezembro de 2004;21/12/2004 00:00:00;Dia;Sul;187,81198004
22 de dezembro de 2004;22/12/2004 00:00:00;Dia;Sul;182,00252007
23 de dezembro de 2004;23/12/2004 00:00:00;Dia;Sul;175,56087998
24 de dezembro de 2004;24/12/2004 00:00:00;Dia;Sul;150,75661999
25 de dezembro de 2004;25/12/2004 00:00:00;Dia;Sul;126,60593995
26 de dezembro de 2004;26/12/2004 00:00:00;Dia;Sul;133,5338701
27 de dezembro de 2004;27/12/2004 00:00:00;Dia;Sul;169,61048999
28 de dezembro de 2004;28/12/2004 00:00:00;Dia;Sul;177,05352996
29 de dezembro de 2004;29/12/2004 00:00:00;Dia;Sul;180,39492995
30 de dezembro de 2004;30/12/2004 00:00:00;Dia;Sul;181,29155999
31 de dezembro de 2004;31/12/2004 00:00:00;Dia;Sul;159,22097002
1 de janeiro de 2005;01/01/2005 00:00:00;Dia;Sul;134,95552002
2 de janeiro de 2005;02/01/2005 00:00:00;Dia;Sul;140,24240006
3 de janeiro de 2005;03/01/2005 00:00:00;Dia;Sul;180,51778995
4 de janeiro de 2005;04/01/2005 00:00:00;Dia;Sul;187,24309997
5 de janeiro de 2005;05/01/2005 00:00:00;Dia;Sul;194,18630002
6 de janeiro de 2005;06/01/2005 00:00:00;Dia;Sul;201,99663002
7 de janeiro de 2005;07/01/2005 00:00:00;Dia;Sul;204,02170998
8 de janeiro de 2005;08/01/2005 00:00:00;Dia;Sul;184,89852995
9 de janeiro de 2005;09/01/2005 00:00:00;Dia;Sul;161,24388005
10 de janeiro de 2005;10/01/2005 00:00:00;Dia;Sul;199,97054995
11 de janeiro de 2005;11/01/2005 00:00:00;Dia;Sul;203,39760002
12 de janeiro de 2005;12/01/2005 00:00:00;Dia;Sul;205,78245997
13 de janeiro de 2005;13/01/2005 00:00:00;Dia;Sul;207,25345997
14 de janeiro de 2005;14/01/2005 00:00:00;Dia;Sul;208,51210999
15 de janeiro de 2005;15/01/2005 00:00:00;Dia;Sul;181,10326995
16 de janeiro de 2005;16/01/2005 00:00:00;Dia;Sul;148,11159993
17 de janeiro de 2005;17/01/2005 00:00:00;Dia;Sul;189,76682001
18 de janeiro de 2005;18/01/2005 00:00:00;Dia;Sul;200,35135
19 de janeiro de 2005;19/01/2005 00:00:00;Dia;Sul;205,59224001
20 de janeiro de 2005;20/01/2005 00:00:00;Dia;Sul;203,79946997
21 de janeiro de 2005;21/01/2005 00:00:00;Dia;Sul;200,31176002
22 de janeiro de 2005;22/01/2005 00:00:00;Dia;Sul;179,74336004
23 de janeiro de 2005;23/01/2005 00:00:00;Dia;Sul;158,65839007
24 de janeiro de 2005;24/01/2005 00:00:00;Dia;Sul;205,27008005
25 de janeiro de 2005;25/01/2005 00:00:00;Dia;Sul;201,25794001
26 de janeiro de 2005;26/01/2005 00:00:00;Dia;Sul;192,75339007
27 de janeiro de 2005;27/01/2005 00:00:00;Dia;Sul;193,59406
28 de janeiro de 2005;28/01/2005 00:00:00;Dia;Sul;197,91504009
29 de janeiro de 2005;29/01/2005 00:00:00;Dia;Sul;180,35696996
30 de janeiro de 2005;30/01/2005 00:00:00;Dia;Sul;155,99052998
31 de janeiro de 2005;31/01/2005 00:00:00;Dia;Sul;204,00370001
1 de fevereiro de 2005;01/02/2005 00:00:00;Dia;Sul;205,79467
2 de fevereiro de 2005;02/02/2005 00:00:00;Dia;Sul;197,87764998
3 de fevereiro de 2005;03/02/2005 00:00:00;Dia;Sul;198,93688999
4 de fevereiro de 2005;04/02/2005 00:00:00;Dia;Sul;200,72445999
5 de fevereiro de 2005;05/02/2005 00:00:00;Dia;Sul;176,40356007
6 de fevereiro de 2005;06/02/2005 00:00:00;Dia;Sul;149,40193008
7 de fevereiro de 2005;07/02/2005 00:00:00;Dia;Sul;175,76727003
8 de fevereiro de 2005;08/02/2005 00:00:00;Dia;Sul;172,41001997
9 de fevereiro de 2005;09/02/2005 00:00:00;Dia;Sul;197,01764006
10 de fevereiro de 2005;10/02/2005 00:00:00;Dia;Sul;205,52405005
11 de fevereiro de 2005;11/02/2005 00:00:00;Dia;Sul;204,31907999
12 de fevereiro de 2005;12/02/2005 00:00:00;Dia;Sul;177,51755995
13 de fevereiro de 2005;13/02/2005 00:00:00;Dia;Sul;151,75260002
14 de fevereiro de 2005;14/02/2005 00:00:00;Dia;Sul;197,89846001
15 de fevereiro de 2005;15/02/2005 00:00:00;Dia;Sul;203,24587
16 de fevereiro de 2005;16/02/2005 00:00:00;Dia;Sul;207,26332993
17 de fevereiro de 2005;17/02/2005 00:00:00;Dia;Sul;210,62842995
18 de fevereiro de 2005;18/02/2005 00:00:00;Dia;Sul;211,60105995
19 de fevereiro de 2005;19/02/2005 00:00:00;Dia;Sul;186,98551999
20 de fevereiro de 2005;20/02/2005 00:00:00;Dia;Sul;160,98155003
21 de fevereiro de 2005;21/02/2005 00:00:00;Dia;Sul;205,73608006
22 de fevereiro de 2005;22/02/2005 00:00:00;Dia;Sul;213,22419994
23 de fevereiro de 2005;23/02/2005 00:00:00;Dia;Sul;214,10757994
24 de fevereiro de 2005;24/02/2005 00:00:00;Dia;Sul;215,27024009
25 de fevereiro de 2005;25/02/2005 00:00:00;Dia;Sul;210,41407994
26 de fevereiro de 2005;26/02/2005 00:00:00;Dia;Sul;186,08677991
27 de fevereiro de 2005;27/02/2005 00:00:00;Dia;Sul;157,41923002
28 de fevereiro de 2005;28/02/2005 00:00:00;Dia;Sul;206,6715999
1 de março de 2005;01/03/2005 00:00:00;Dia;Sul;208,39111005
2 de março de 2005;02/03/2005 00:00:00;Dia;Sul;205,02608995
3 de março de 2005;03/03/2005 00:00:00;Dia;Sul;203,15633002
4 de março de 2005;04/03/2005 00:00:00;Dia;Sul;205,41855002
5 de março de 2005;05/03/2005 00:00:00;Dia;Sul;182,89860997
6 de março de 2005;06/03/2005 00:00:00;Dia;Sul;159,71738996
7 de março de 2005;07/03/2005 00:00:00;Dia;Sul;210,89139993
8 de março de 2005;08/03/2005 00:00:00;Dia;Sul;220,67625004
9 de março de 2005;09/03/2005 00:00:00;Dia;Sul;218,28457993
10 de março de 2005;10/03/2005 00:00:00;Dia;Sul;218,18687003
11 de março de 2005;11/03/2005 00:00:00;Dia;Sul;222,15576002
12 de março de 2005;12/03/2005 00:00:00;Dia;Sul;193,98945988
13 de março de 2005;13/03/2005 00:00:00;Dia;Sul;160,56657005
14 de março de 2005;14/03/2005 00:00:00;Dia;Sul;203,41480001
15 de março de 2005;15/03/2005 00:00:00;Dia;Sul;203,62109999
16 de março de 2005;16/03/2005 00:00:00;Dia;Sul;207,45795009
17 de março de 2005;17/03/2005 00:00:00;Dia;Sul;211,07018992
18 de março de 2005;18/03/2005 00:00:00;Dia;Sul;214,05680999
19 de março de 2005;19/03/2005 00:00:00;Dia;Sul;184,42654013
20 de março de 2005;20/03/2005 00:00:00;Dia;Sul;158,93189002
21 de março de 2005;21/03/2005 00:00:00;Dia;Sul;210,41099003
22 de março de 2005;22/03/2005 00:00:00;Dia;Sul;211,82268994
23 de março de 2005;23/03/2005 00:00:00;Dia;Sul;203,85227997
24 de março de 2005;24/03/2005 00:00:00;Dia;Sul;196,30130003
25 de março de 2005;25/03/2005 00:00:00;Dia;Sul;144,44338996
26 de março de 2005;26/03/2005 00:00:00;Dia;Sul;155,47943006
27 de março de 2005;27/03/2005 00:00:00;Dia;Sul;141,90494999
28 de março de 2005;28/03/2005 00:00:00;Dia;Sul;198,86494994
29 de março de 2005;29/03/2005 00:00:00;Dia;Sul;209,87838981
30 de março de 2005;30/03/2005 00:00:00;Dia;Sul;209,81738993
31 de março de 2005;31/03/2005 00:00:00;Dia;Sul;207,23967988
1 de abril de 2005;01/04/2005 00:00:00;Dia;Sul;204,13114994
2 de abril de 2005;02/04/2005 00:00:00;Dia;Sul;176,81015999
3 de abril de 2005;03/04/2005 00:00:00;Dia;Sul;146,21982995
4 de abril de 2005;04/04/2005 00:00:00;Dia;Sul;186,29971007
5 de abril de 2005;05/04/2005 00:00:00;Dia;Sul;194,58626997
6 de abril de 2005;06/04/2005 00:00:00;Dia;Sul;201,87088007
7 de abril de 2005;07/04/2005 00:00:00;Dia;Sul;211,97028995
8 de abril de 2005;08/04/2005 00:00:00;Dia;Sul;206,84958998
9 de abril de 2005;09/04/2005 00:00:00;Dia;Sul;175,57776011
10 de abril de 2005;10/04/2005 00:00:00;Dia;Sul;149,57469012
11 de abril de 2005;11/04/2005 00:00:00;Dia;Sul;204,95675011
12 de abril de 2005;12/04/2005 00:00:00;Dia;Sul;207,50119002
13 de abril de 2005;13/04/2005 00:00:00;Dia;Sul;204,01025017
14 de abril de 2005;14/04/2005 00:00:00;Dia;Sul;205,57180997
15 de abril de 2005;15/04/2005 00:00:00;Dia;Sul;203,11257
16 de abril de 2005;16/04/2005 00:00:00;Dia;Sul;174,29337996
17 de abril de 2005;17/04/2005 00:00:00;Dia;Sul;144,82140998
18 de abril de 2005;18/04/2005 00:00:00;Dia;Sul;191,80852999
19 de abril de 2005;19/04/2005 00:00:00;Dia;Sul;199,64441003
20 de abril de 2005;20/04/2005 00:00:00;Dia;Sul;196,63508009
21 de abril de 2005;21/04/2005 00:00:00;Dia;Sul;163,09785991
22 de abril de 2005;22/04/2005 00:00:00;Dia;Sul;180,70428003
23 de abril de 2005;23/04/2005 00:00:00;Dia;Sul;164,42595996
24 de abril de 2005;24/04/2005 00:00:00;Dia;Sul;142,84635998
25 de abril de 2005;25/04/2005 00:00:00;Dia;Sul;185,59375994
26 de abril de 2005;26/04/2005 00:00:00;Dia;Sul;188,04028993
27 de abril de 2005;27/04/2005 00:00:00;Dia;Sul;189,95585991
28 de abril de 2005;28/04/2005 00:00:00;Dia;Sul;190,11637999
29 de abril de 2005;29/04/2005 00:00:00;Dia;Sul;189,36362002
30 de abril de 2005;30/04/2005 00:00:00;Dia;Sul;165,04003996
1 de maio de 2005;01/05/2005 00:00:00;Dia;Sul;132,93898997
2 de maio de 2005;02/05/2005 00:00:00;Dia;Sul;181,50608996
3 de maio de 2005;03/05/2005 00:00:00;Dia;Sul;188,84950005
4 de maio de 2005;04/05/2005 00:00:00;Dia;Sul;191,4483999
5 de maio de 2005;05/05/2005 00:00:00;Dia;Sul;193,83809991
6 de maio de 2005;06/05/2005 00:00:00;Dia;Sul;193,29408987
7 de maio de 2005;07/05/2005 00:00:00;Dia;Sul;169,91437994
8 de maio de 2005;08/05/2005 00:00:00;Dia;Sul;137,30135001
9 de maio de 2005;09/05/2005 00:00:00;Dia;Sul;184,46720002
10 de maio de 2005;10/05/2005 00:00:00;Dia;Sul;191,81672998
11 de maio de 2005;11/05/2005 00:00:00;Dia;Sul;193,74647994
12 de maio de 2005;12/05/2005 00:00:00;Dia;Sul;193,42675993
13 de maio de 2005;13/05/2005 00:00:00;Dia;Sul;192,65007002
14 de maio de 2005;14/05/2005 00:00:00;Dia;Sul;172,28443001
15 de maio de 2005;15/05/2005 00:00:00;Dia;Sul;142,37927006
16 de maio de 2005;16/05/2005 00:00:00;Dia;Sul;185,99324991
17 de maio de 2005;17/05/2005 00:00:00;Dia;Sul;193,21641003
18 de maio de 2005;18/05/2005 00:00:00;Dia;Sul;196,12218003
19 de maio de 2005;19/05/2005 00:00:00;Dia;Sul;194,14948013
20 de maio de 2005;20/05/2005 00:00:00;Dia;Sul;194,14731006
21 de maio de 2005;21/05/2005 00:00:00;Dia;Sul;167,71706994
22 de maio de 2005;22/05/2005 00:00:00;Dia;Sul;131,64738002
23 de maio de 2005;23/05/2005 00:00:00;Dia;Sul;177,62688002
24 de maio de 2005;24/05/2005 00:00:00;Dia;Sul;187,49584002
25 de maio de 2005;25/05/2005 00:00:00;Dia;Sul;183,30426992
26 de maio de 2005;26/05/2005 00:00:00;Dia;Sul;148,17987006
27 de maio de 2005;27/05/2005 00:00:00;Dia;Sul;168,97559996
28 de maio de 2005;28/05/2005 00:00:00;Dia;Sul;153,47277994
29 de maio de 2005;29/05/2005 00:00:00;Dia;Sul;133,92003998
30 de maio de 2005;30/05/2005 00:00:00;Dia;Sul;180,26115001
31 de maio de 2005;31/05/2005 00:00:00;Dia;Sul;185,50618003
1 de junho de 2005;01/06/2005 00:00:00;Dia;Sul;190,76401002
2 de junho de 2005;02/06/2005 00:00:00;Dia;Sul;192,02812004
3 de junho de 2005;03/06/2005 00:00:00;Dia;Sul;193,30239997
4 de junho de 2005;04/06/2005 00:00:00;Dia;Sul;168,79174994
5 de junho de 2005;05/06/2005 00:00:00;Dia;Sul;139,21778006
6 de junho de 2005;06/06/2005 00:00:00;Dia;Sul;186,57807
7 de junho de 2005;07/06/2005 00:00:00;Dia;Sul;191,02489007
8 de junho de 2005;08/06/2005 00:00:00;Dia;Sul;189,41585999
9 de junho de 2005;09/06/2005 00:00:00;Dia;Sul;189,86669005
10 de junho de 2005;10/06/2005 00:00:00;Dia;Sul;189,67836999
11 de junho de 2005;11/06/2005 00:00:00;Dia;Sul;165,03440002
12 de junho de 2005;12/06/2005 00:00:00;Dia;Sul;136,99500002
13 de junho de 2005;13/06/2005 00:00:00;Dia;Sul;181,62559002
14 de junho de 2005;14/06/2005 00:00:00;Dia;Sul;190,06092993
15 de junho de 2005;15/06/2005 00:00:00;Dia;Sul;191,6019799
16 de junho de 2005;16/06/2005 00:00:00;Dia;Sul;189,28254003
17 de junho de 2005;17/06/2005 00:00:00;Dia;Sul;190,42736998
